id,Mcg,Gvh,Alm,Mit,Erl,Pox,Vac,Nuc,Class
753,0.45,0.5,0.57,0.29,0.5,0.0,0.44,0.11, negative
754,0.43,0.33,0.54,0.37,0.5,0.0,0.38,0.16, negative
755,0.43,0.33,0.54,0.37,0.5,0.0,0.38,0.16, negative
756,0.51,0.39,0.58,0.19,0.5,0.0,0.47,0.22, negative
757,0.72,0.51,0.52,0.08,0.5,0.0,0.54,0.22, negative
758,0.56,0.49,0.54,0.15,0.5,0.0,0.5,0.35, negative
759,0.57,0.37,0.43,0.27,0.5,0.0,0.53,0.28, negative
760,0.57,0.49,0.61,0.26,0.5,0.0,0.52,0.22, negative
761,0.48,0.45,0.63,0.19,0.5,0.0,0.58,0.22, negative
762,0.54,0.57,0.55,0.18,0.5,0.0,0.5,0.22, negative
763,0.38,0.44,0.55,0.44,0.5,0.0,0.47,0.51, negative
764,0.4,0.3,0.57,0.13,0.5,0.0,0.46,0.22, negative
765,0.27,0.31,0.55,0.13,0.5,0.0,0.5,0.22, negative
766,0.52,0.46,0.56,0.25,0.5,0.0,0.52,0.22, negative
767,0.34,0.47,0.48,0.32,0.5,0.0,0.42,0.22, negative
768,0.5,0.56,0.63,0.25,0.5,0.0,0.42,0.22, negative
769,0.46,0.53,0.47,0.37,0.5,0.0,0.51,0.36, negative
770,0.57,0.42,0.63,0.22,0.5,0.0,0.68,0.32, negative
771,0.37,0.45,0.53,0.14,0.5,0.0,0.49,0.22, negative
772,0.36,0.49,0.55,0.21,0.5,0.0,0.55,0.33, negative
773,0.29,0.4,0.5,0.16,0.5,0.0,0.51,0.34, negative
774,0.37,0.3,0.51,0.15,0.5,0.0,0.58,0.26, negative
775,0.35,0.33,0.48,0.42,0.5,0.0,0.47,0.43, negative
776,0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25, negative
777,0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25, negative
778,0.57,0.43,0.52,0.3,0.5,0.0,0.37,0.11, negative
779,0.57,0.43,0.52,0.3,0.5,0.0,0.37,0.11, negative
780,0.59,0.51,0.48,0.12,0.5,0.0,0.54,0.31, negative
781,0.59,0.51,0.48,0.12,0.5,0.0,0.54,0.31, negative
782,0.61,0.53,0.59,0.17,0.5,0.0,0.44,0.28, negative
783,0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31, negative
784,0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31, negative
785,0.44,0.56,0.52,0.18,0.5,0.0,0.5,0.11, negative
786,0.37,0.44,0.64,0.48,0.5,0.0,0.36,0.27, negative
787,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14, negative
788,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14, negative
789,0.44,0.36,0.64,0.45,0.5,0.0,0.53,0.11, negative
790,0.58,0.45,0.55,0.27,0.5,0.0,0.48,0.11, negative
791,0.43,0.33,0.67,0.12,0.5,0.0,0.43,0.23, negative
792,0.58,0.44,0.5,0.26,0.5,0.0,0.52,0.22, negative
793,0.38,0.43,0.53,0.22,0.5,0.0,0.48,0.11, negative
794,0.4,0.45,0.61,0.29,0.5,0.0,0.44,0.22, negative
795,0.4,0.45,0.61,0.29,0.5,0.0,0.44,0.22, negative
796,0.34,0.34,0.65,0.4,0.5,0.0,0.32,0.16, negative
797,0.34,0.34,0.65,0.4,0.5,0.0,0.32,0.16, negative
798,0.43,0.22,0.79,0.79,0.5,0.0,0.22,0.0, negative
799,0.35,0.21,1.0,0.8,0.5,0.0,0.13,0.01, negative
800,0.56,0.35,0.47,0.35,0.5,0.0,0.52,0.22, negative
801,0.54,0.44,0.55,0.48,0.5,0.0,0.47,0.22, negative
802,0.35,0.39,0.56,0.2,0.5,0.0,0.49,0.41, negative
803,0.48,0.46,0.58,0.16,0.5,0.0,0.45,0.22, negative
804,0.48,0.55,0.48,0.1,0.5,0.0,0.55,0.22, negative
805,0.69,0.54,0.55,0.23,0.5,0.0,0.73,0.22, negative
806,0.42,0.49,0.49,0.36,0.5,0.0,0.57,0.26, negative
807,0.44,0.62,0.53,0.27,0.5,0.0,0.49,0.22, negative
808,0.56,0.61,0.52,0.19,0.5,0.0,0.52,0.32, negative
809,0.46,0.33,0.45,0.22,0.5,0.0,0.41,0.37, negative
810,0.52,0.43,0.61,0.22,0.5,0.0,0.45,0.22, negative
811,0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19, negative
812,0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19, negative
813,0.48,0.41,0.52,0.33,0.5,0.0,0.51,0.26, negative
814,0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25, negative
815,0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25, negative
816,0.42,0.5,0.64,0.13,0.5,0.0,0.49,0.22, negative
817,0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21, negative
818,0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21, negative
819,0.39,0.65,0.57,0.19,0.5,0.0,0.44,0.25, negative
820,0.39,0.65,0.57,0.19,0.5,0.0,0.43,0.25, negative
821,0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11, negative
822,0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11, negative
823,0.51,0.52,0.58,0.17,0.5,0.0,0.47,0.28, negative
824,0.57,0.48,0.54,0.22,0.5,0.0,0.5,0.11, negative
825,0.5,0.5,0.62,0.23,0.5,0.0,0.35,0.11, negative
826,0.53,0.57,0.6,0.36,0.5,0.0,0.5,0.22, negative
827,0.37,0.3,0.62,0.43,0.5,0.0,0.44,0.39, negative
828,0.6,0.57,0.52,0.14,0.5,0.0,0.46,0.48, negative
829,0.42,0.38,0.52,0.29,0.5,0.0,0.42,0.22, negative
830,0.49,0.4,0.58,0.23,0.5,0.0,0.47,0.27, negative
831,0.37,0.37,0.51,0.38,0.5,0.0,0.44,0.22, negative
832,0.57,0.5,0.4,0.08,0.5,0.0,0.47,0.22, positive
833,0.34,0.25,0.55,0.28,0.5,0.0,0.51,0.49, negative
834,0.77,0.86,0.44,0.27,0.5,0.0,0.48,0.22, negative
835,0.59,0.54,0.53,0.14,0.5,0.0,0.48,0.22, negative
836,0.5,0.48,0.48,0.23,0.5,0.0,0.53,0.68, negative
837,0.39,1.0,0.38,0.41,0.5,0.0,0.5,0.27, negative
838,0.56,0.42,0.52,0.14,0.5,0.0,0.51,0.22, negative
839,0.52,0.54,0.47,0.49,0.5,0.0,0.54,0.22, negative
840,0.56,0.65,0.49,0.56,0.5,0.0,0.49,0.22, negative
841,0.54,0.64,0.4,0.56,0.5,0.0,0.51,0.22, negative
842,0.47,0.58,0.47,0.52,0.5,0.0,0.54,0.22, negative
843,0.46,0.42,0.51,0.16,0.5,0.0,0.56,0.22, negative
844,0.55,0.52,0.44,0.2,0.5,0.0,0.56,0.22, negative
845,0.49,0.38,0.56,0.09,0.5,0.0,0.46,0.22, negative
846,0.38,0.4,0.53,0.12,0.5,0.0,0.55,0.22, negative
847,0.55,0.55,0.52,0.13,0.5,0.0,0.53,0.25, negative
848,0.46,0.44,0.58,0.17,0.5,0.0,0.55,0.22, negative
849,0.34,0.46,0.52,0.19,0.5,0.0,0.53,0.26, negative
850,0.44,0.71,0.5,0.21,0.5,0.0,0.54,0.27, negative
851,0.56,0.49,0.32,0.22,0.5,0.0,0.5,0.22, negative
852,0.41,0.49,0.47,0.09,0.5,0.0,0.49,0.22, negative
853,0.44,0.51,0.53,0.3,0.5,0.0,0.53,0.22, negative
854,0.51,0.51,0.32,0.27,0.5,0.0,0.54,0.22, positive
855,0.46,0.38,0.51,0.2,0.5,0.0,0.51,0.22, negative
856,0.55,0.72,0.35,0.26,0.5,0.0,0.49,0.22, positive
857,0.65,0.66,0.37,0.12,0.5,0.0,0.52,0.27, positive
858,0.41,0.4,0.56,0.17,0.5,0.0,0.56,0.22, negative
859,0.39,0.71,0.38,0.14,0.5,0.0,0.5,0.22, negative
860,0.37,0.42,0.46,0.15,0.5,0.0,0.51,0.31, negative
861,0.59,0.55,0.57,0.18,0.5,0.0,0.51,0.22, negative
862,0.48,0.51,0.5,0.24,0.5,0.0,0.54,0.38, negative
863,0.39,0.3,0.63,0.2,0.5,0.0,0.43,0.47, negative
864,0.47,0.52,0.54,0.25,0.5,0.0,0.54,0.29, negative
865,0.77,0.82,0.4,0.36,0.5,0.0,0.38,0.22, negative
866,0.42,0.28,0.33,0.23,0.5,0.0,0.39,0.26, positive
867,0.48,0.5,0.47,0.29,0.5,0.0,0.46,0.27, negative
868,0.54,0.59,0.57,0.34,0.5,0.0,0.49,0.22, negative
869,0.7,0.78,0.53,0.24,0.5,0.0,0.48,0.22, negative
870,0.85,0.69,0.34,0.31,0.5,0.0,0.57,0.3, negative
871,0.47,0.56,0.53,0.44,0.5,0.0,0.53,0.22, negative
872,0.53,0.49,0.47,0.21,0.5,0.0,0.53,0.22, negative
873,0.7,0.57,0.34,0.19,0.5,0.0,0.53,0.27, negative
874,0.42,0.43,0.67,0.7,0.5,0.0,0.42,0.25, negative
875,0.47,0.44,0.53,0.18,0.5,0.0,0.47,0.29, negative
876,0.4,0.49,0.53,0.23,0.5,0.0,0.44,0.26, negative
877,0.42,0.42,0.55,0.31,0.5,0.0,0.43,0.22, negative
878,0.42,0.28,0.49,0.22,0.5,0.0,0.55,0.34, negative
879,0.47,0.5,0.47,0.22,0.5,0.0,0.53,0.45, negative
880,0.56,0.55,0.57,0.15,0.5,0.0,0.54,0.25, negative
881,0.32,0.6,0.48,0.13,0.5,0.0,0.53,0.22, negative
882,0.46,0.56,0.56,0.25,0.5,0.0,0.43,0.22, negative
883,0.47,0.55,0.57,0.17,0.5,0.0,0.52,0.66, negative
884,0.37,0.55,0.52,0.13,0.5,0.0,0.42,0.8, negative
885,0.46,0.48,0.38,0.22,0.5,0.0,0.39,0.45, positive
886,0.8,0.69,0.53,0.33,0.5,0.0,0.51,0.22, negative
887,0.52,0.65,0.36,0.37,0.5,0.0,0.52,0.34, positive
888,0.19,0.16,0.68,0.36,0.5,0.0,0.49,0.21, negative
889,0.64,0.31,0.53,0.15,0.5,0.0,0.53,0.31, negative
890,0.4,0.43,0.36,0.33,0.5,0.0,0.51,0.22, positive
891,0.47,0.56,0.51,0.2,0.5,0.0,0.52,0.59, negative
892,0.48,0.55,0.58,0.18,0.5,0.0,0.38,0.69, negative
893,0.57,0.51,0.34,0.13,0.5,0.0,0.53,0.27, negative
894,0.23,0.37,0.32,0.13,0.5,0.0,0.53,0.22, negative
895,0.54,0.5,0.51,0.26,0.5,0.0,0.52,0.22, negative
896,0.27,0.41,0.24,0.2,0.5,0.0,0.49,0.22, positive
897,0.25,0.35,0.22,0.18,0.5,0.0,0.46,0.22, positive
898,0.39,0.45,0.51,0.29,0.5,0.0,0.54,0.22, negative
899,0.33,0.47,0.55,0.24,0.5,0.0,0.45,0.67, negative
900,0.37,0.4,0.38,0.18,0.5,0.0,0.51,0.22, positive
901,0.43,0.47,0.47,0.18,0.5,0.0,0.47,0.22, negative
902,0.66,0.43,0.57,0.6,0.5,0.0,0.19,0.33, negative
903,0.33,0.46,0.6,0.18,0.5,0.0,0.51,0.26, negative
904,0.51,0.5,0.54,0.11,0.5,0.0,0.6,0.22, negative
905,0.54,0.6,0.57,0.17,0.5,0.0,0.44,0.22, negative
906,0.45,0.57,0.38,0.28,0.5,0.0,0.53,0.31, positive
907,0.54,0.47,0.58,0.4,0.5,0.0,0.46,0.27, negative
908,0.46,0.41,0.45,0.23,0.5,0.0,0.48,0.22, negative
909,0.4,0.39,0.6,0.23,0.5,0.0,0.52,0.31, negative
910,0.52,0.47,0.58,0.18,0.5,0.0,0.34,0.11, negative
911,0.52,0.47,0.58,0.18,0.5,0.0,0.34,0.11, negative
912,0.5,0.45,0.51,0.19,0.5,0.0,0.53,0.25, negative
913,0.57,0.55,0.51,0.18,0.5,0.0,0.51,0.43, negative
914,0.44,0.43,0.46,0.28,0.5,0.0,0.45,0.29, negative
915,0.46,0.5,0.5,0.28,0.5,0.0,0.5,0.37, negative
916,0.77,0.73,0.49,0.46,0.5,0.0,0.38,0.22, negative
917,0.38,0.58,0.46,0.21,0.5,0.0,0.52,0.22, negative
918,0.32,0.68,0.51,0.16,0.5,0.83,0.55,0.22, negative
919,0.27,0.46,0.52,0.17,0.5,0.0,0.49,0.44, negative
920,0.52,0.45,0.45,0.13,0.5,0.0,0.48,0.22, negative
921,0.37,0.29,0.45,0.15,0.5,0.0,0.49,0.22, negative
922,0.37,0.48,0.67,0.37,0.5,0.0,0.56,0.62, negative
923,0.44,0.59,0.54,0.18,0.5,0.0,0.49,0.22, negative
924,0.48,0.65,0.36,0.24,0.5,0.0,0.54,0.31, negative
925,0.59,0.49,0.45,0.22,0.5,0.0,0.45,0.31, negative
926,0.73,0.52,0.59,0.25,0.5,0.0,0.51,0.22, negative
927,0.5,0.43,0.5,0.17,0.5,0.0,0.46,0.47, negative
928,0.23,0.13,0.51,0.16,0.5,0.0,0.53,0.51, negative
929,0.52,0.31,0.56,0.16,0.5,0.0,0.55,0.22, negative
930,0.49,0.6,0.42,0.18,0.5,0.0,0.58,0.28, negative
931,0.6,0.62,0.54,0.11,0.5,0.0,0.51,0.22, negative
932,0.55,0.47,0.53,0.2,0.5,0.0,0.4,0.22, negative
933,0.47,0.32,0.51,0.24,0.5,0.0,0.54,0.27, negative
934,0.53,0.25,0.59,0.27,0.5,0.0,0.45,0.26, negative
935,0.31,0.5,0.54,0.32,0.5,0.0,0.53,0.31, negative
936,0.25,0.33,0.48,0.18,0.5,0.0,0.42,0.33, negative
937,0.55,0.46,0.47,0.15,0.5,0.0,0.47,0.22, positive
938,0.61,0.5,0.61,0.21,0.5,0.0,0.55,0.54, negative
939,0.5,0.52,0.51,0.22,0.5,0.0,0.46,0.37, negative
940,0.62,0.33,0.49,0.24,0.5,0.0,0.51,0.42, negative
941,0.56,0.52,0.46,0.17,0.5,0.0,0.49,0.73, negative
942,0.52,0.56,0.55,0.16,0.5,0.0,0.53,0.39, negative
943,0.53,0.48,0.51,0.18,0.5,0.0,0.52,0.27, negative
944,0.51,0.48,0.51,0.26,0.5,0.0,0.51,0.27, negative
945,0.53,0.48,0.51,0.18,0.5,0.0,0.51,0.27, negative
946,0.44,0.39,0.63,0.11,0.5,0.0,0.49,0.26, negative
947,0.51,0.5,0.49,0.45,0.5,0.0,0.48,0.22, negative
948,0.38,0.42,0.47,0.12,0.5,0.0,0.47,0.53, negative
949,0.19,0.66,0.6,0.14,0.5,0.0,0.2,0.25, negative
950,0.25,0.42,0.21,0.14,0.5,0.0,0.41,0.22, positive
951,0.7,0.58,0.53,0.39,0.5,0.0,0.59,0.22, negative
952,0.4,0.65,0.38,0.17,0.5,0.0,0.57,0.22, positive
953,0.36,0.37,0.63,0.25,0.5,0.0,0.3,0.22, negative
954,0.49,0.55,0.41,0.19,0.5,0.0,0.48,0.31, positive
955,0.3,0.45,0.55,0.19,0.5,0.0,0.53,0.4, negative
956,0.88,0.72,0.32,0.3,0.5,0.0,0.52,0.33, negative
957,0.45,0.57,0.52,0.21,0.5,0.0,0.54,0.38, negative
958,0.46,0.61,0.38,0.35,0.5,0.0,0.49,0.22, positive
959,0.55,0.41,0.67,0.61,0.5,0.0,0.49,0.14, negative
960,0.28,0.18,0.72,0.26,0.5,0.0,0.49,0.25, negative
961,0.66,0.65,0.53,0.17,0.5,0.0,0.47,0.66, negative
962,0.48,0.54,0.56,0.29,0.5,0.0,0.51,0.43, negative
963,0.33,0.37,0.49,0.22,0.5,0.0,0.55,0.22, negative
964,0.58,0.43,0.32,0.11,0.5,0.0,0.49,0.22, negative
965,0.74,0.82,0.46,0.24,0.5,0.0,0.5,0.31, negative
966,0.75,0.76,0.58,0.22,0.5,0.0,0.49,0.22, negative
967,0.58,0.37,0.58,0.16,0.5,0.0,0.51,0.22, negative
968,0.51,0.59,0.55,0.21,0.5,0.0,0.52,0.22, negative
969,0.43,0.28,0.41,0.32,0.5,0.0,0.52,0.22, positive
970,0.41,0.49,0.55,0.13,0.5,0.0,0.55,0.22, negative
971,0.23,0.29,0.46,0.0,0.5,0.0,0.43,0.31, negative
972,0.25,0.48,0.45,0.32,0.5,0.0,0.4,0.22, negative
973,0.38,0.34,0.55,0.44,0.5,0.0,0.48,0.26, negative
974,0.61,0.54,0.54,0.38,0.5,0.0,0.54,0.29, negative
975,0.48,0.17,0.37,0.33,0.5,0.0,0.44,0.36, negative
976,0.47,0.47,0.5,0.19,0.5,0.0,0.51,0.26, negative
977,0.55,0.38,0.52,0.16,0.5,0.0,0.49,0.64, negative
978,0.41,0.39,0.61,0.17,0.5,0.0,0.5,0.61, negative
979,0.41,0.56,0.53,0.16,0.5,0.0,0.55,0.26, negative
980,0.78,0.73,0.27,0.28,0.5,0.0,0.56,0.22, negative
981,0.31,0.4,0.31,0.17,0.5,0.0,0.52,0.22, positive
982,0.44,0.65,0.49,0.16,0.5,0.0,0.48,0.31, negative
983,0.48,0.44,0.46,0.37,0.5,0.0,0.46,0.36, negative
984,0.5,0.49,0.46,0.22,0.5,0.0,0.53,0.25, negative
985,0.62,0.42,0.47,0.16,0.5,0.0,0.52,0.22, negative
986,0.5,0.45,0.52,0.18,0.5,0.0,0.52,0.22, negative
987,0.59,0.51,0.47,0.21,0.5,0.0,0.47,0.22, negative
988,0.39,0.47,0.49,0.2,0.5,0.0,0.53,0.26, negative
989,0.49,0.48,0.52,0.24,0.5,0.0,0.5,0.22, negative
990,0.59,0.48,0.49,0.42,0.5,0.0,0.52,0.22, negative
991,0.57,0.35,0.5,0.43,0.5,0.0,0.53,0.22, negative
992,0.61,0.52,0.5,0.44,0.5,0.0,0.53,0.22, negative
993,0.49,0.51,0.52,0.13,0.5,0.0,0.51,0.33, negative
994,0.45,0.4,0.56,0.15,0.5,0.0,0.52,0.22, negative
995,0.63,0.43,0.48,0.11,0.5,0.0,0.51,0.22, negative
996,0.52,0.45,0.53,0.34,0.5,0.0,0.52,0.44, negative
997,0.54,0.48,0.55,0.33,0.5,0.0,0.55,0.4, negative
998,0.55,0.79,0.45,0.25,0.5,0.0,0.51,0.22, negative
999,0.58,0.51,0.63,0.2,0.5,0.0,0.5,0.42, negative
1000,0.63,0.58,0.57,0.1,0.5,0.0,0.52,0.33, negative
1001,0.54,0.67,0.56,0.15,0.5,0.0,0.57,0.33, negative
1002,0.41,0.59,0.65,0.14,0.5,0.0,0.49,0.33, negative
1003,0.47,0.38,0.5,0.15,0.5,0.0,0.49,0.47, negative
1004,0.33,0.17,0.52,0.13,0.5,0.0,0.51,0.75, negative
1005,0.42,0.5,0.59,0.17,0.5,0.0,0.51,0.22, negative
1006,0.54,0.55,0.55,0.4,0.5,0.0,0.53,0.22, negative
1007,0.31,0.31,0.57,0.15,0.5,0.0,0.5,0.22, negative
1008,0.38,0.42,0.5,0.19,0.5,0.0,0.44,0.22, negative
1009,0.33,0.36,0.62,0.26,0.5,0.0,0.55,0.22, negative
1010,0.38,0.42,0.5,0.19,0.5,0.0,0.44,0.22, negative
1011,0.47,0.56,0.58,0.19,0.5,0.0,0.44,0.64, negative
1012,0.32,0.32,0.52,0.18,0.5,0.0,0.48,0.34, negative
1013,0.28,0.27,0.5,0.14,0.5,0.0,0.5,0.28, negative
1014,0.41,0.46,0.57,0.25,0.5,0.0,0.57,0.38, negative
1015,0.44,0.54,0.51,0.16,0.5,0.0,0.58,0.22, negative
1016,0.44,0.55,0.51,0.16,0.5,0.0,0.6,0.22, negative
1017,0.4,0.56,0.53,0.15,0.5,0.0,0.49,0.22, negative
1018,0.79,0.79,0.42,0.26,0.5,0.0,0.6,0.22, negative
1019,0.8,0.83,0.43,0.24,0.5,0.0,0.54,0.22, negative
1020,0.55,0.69,0.51,0.12,0.5,0.0,0.51,0.22, negative
1021,0.47,0.46,0.53,0.12,0.5,0.0,0.51,0.25, negative
1022,0.57,0.29,0.63,0.22,0.5,0.0,0.49,0.27, negative
1023,0.52,0.49,0.59,0.21,0.5,0.0,0.47,0.22, negative
1024,0.41,0.42,0.53,0.17,0.5,0.0,0.48,0.58, negative
1025,0.45,0.36,0.5,0.19,0.5,0.0,0.53,0.7, negative
1026,0.49,0.5,0.42,0.43,0.5,0.0,0.5,0.36, negative
1027,0.44,0.49,0.49,0.27,0.5,0.0,0.52,0.22, negative
1028,0.25,0.26,0.53,0.17,0.5,0.0,0.45,0.22, negative
1029,0.49,0.46,0.54,0.18,0.5,0.0,0.35,0.22, negative
1030,0.42,0.37,0.54,0.17,0.5,0.0,0.51,0.22, negative
1031,0.42,0.45,0.75,0.21,0.5,0.0,0.48,0.22, negative
1032,0.63,0.54,0.53,0.27,0.5,0.0,0.49,0.22, negative
1033,0.54,0.43,0.48,0.27,0.5,0.0,0.44,0.41, negative
1034,0.4,0.44,0.5,0.13,0.5,0.0,0.52,0.39, negative
1035,0.55,0.39,0.39,0.47,0.5,0.0,0.5,0.83, positive
1036,0.59,0.48,0.41,0.53,0.5,0.0,0.48,0.56, positive
1037,0.49,0.38,0.49,0.15,0.5,0.0,0.53,0.25, negative
1038,0.53,0.45,0.52,0.29,0.5,0.0,0.55,0.38, negative
1039,0.33,0.46,0.53,0.12,0.5,0.0,0.5,0.27, negative
1040,0.57,0.36,0.51,0.25,0.5,0.0,0.54,0.25, negative
1041,0.59,0.64,0.44,0.26,0.5,0.0,0.5,0.22, negative
1042,0.5,0.5,0.48,0.34,0.5,0.0,0.52,0.27, negative
1043,0.52,0.5,0.6,0.2,0.5,0.0,0.52,0.22, negative
1044,0.59,0.46,0.57,0.17,0.5,0.0,0.52,0.22, negative
1045,0.53,0.42,0.53,0.19,0.5,0.0,0.47,0.22, negative
1046,0.59,0.46,0.55,0.17,0.5,0.0,0.52,0.25, negative
1047,0.61,0.73,0.5,0.58,0.5,0.0,0.5,0.22, negative
1048,0.5,0.43,0.56,0.17,0.5,0.0,0.35,0.22, negative
1049,0.36,0.52,0.61,0.33,0.5,0.0,0.52,0.37, negative
1050,0.52,0.51,0.48,0.12,0.5,0.0,0.54,0.31, negative
1051,0.56,0.46,0.51,0.25,0.5,0.0,0.54,0.22, negative
1052,0.47,0.46,0.49,0.27,0.5,0.0,0.59,0.22, negative
1053,0.43,0.48,0.36,0.26,0.5,0.0,0.52,0.22, positive
1054,0.5,0.44,0.57,0.28,0.5,0.0,0.57,0.22, negative
1055,0.46,0.47,0.62,0.3,0.5,0.0,0.38,0.22, negative
1056,0.59,0.7,0.46,0.19,0.5,0.0,0.54,0.44, negative
1057,0.27,0.43,0.5,0.13,0.5,0.0,0.54,0.31, negative
1058,0.42,0.46,0.44,0.17,0.5,0.0,0.51,0.42, negative
1059,0.49,0.36,0.47,0.28,0.5,0.0,0.56,0.54, negative
1060,0.34,0.42,0.48,0.19,0.5,0.0,0.46,0.31, negative
1061,0.6,0.57,0.63,0.22,0.5,0.0,0.5,0.49, negative
1062,0.53,0.44,0.54,0.52,0.5,0.0,0.49,0.38, negative
1063,0.48,0.39,0.56,0.23,0.5,0.0,0.6,0.22, negative
1064,0.47,0.59,0.56,0.09,0.5,0.0,0.5,0.22, negative
1065,0.4,0.28,0.58,0.44,0.5,0.0,0.41,0.22, negative
1066,0.5,0.47,0.45,0.14,0.5,0.0,0.53,0.32, positive
1067,0.55,0.49,0.6,0.18,0.5,0.0,0.51,0.22, negative
1068,0.55,0.44,0.5,0.09,0.5,0.0,0.55,0.22, negative
1069,0.66,0.37,0.6,0.25,0.5,0.0,0.69,0.22, negative
1070,0.51,0.49,0.48,0.55,0.5,0.0,0.52,0.58, negative
1071,0.44,0.35,0.55,0.14,0.5,0.0,0.52,0.22, negative
1072,0.6,0.37,0.52,0.15,0.5,0.0,0.55,0.26, negative
1073,0.48,0.58,0.58,0.12,0.5,0.0,0.49,0.22, negative
1074,0.57,0.54,0.32,0.15,0.5,0.0,0.52,0.25, negative
1075,0.4,0.36,0.32,0.16,0.5,0.0,0.51,0.27, negative
1076,0.5,0.55,0.52,0.16,0.5,0.0,0.51,0.31, negative
1077,0.65,0.63,0.47,0.22,0.5,0.0,0.52,0.27, negative
1078,0.25,0.4,0.54,0.16,0.5,0.0,0.43,0.22, negative
1079,0.63,0.56,0.52,0.21,0.5,0.0,0.5,0.22, negative
1080,0.56,0.68,0.42,0.36,0.5,0.0,0.49,0.22, negative
1081,0.57,0.47,0.48,0.17,0.5,0.0,0.52,0.26, negative
1082,0.46,0.52,0.51,0.13,0.5,0.0,0.47,0.22, negative
1083,0.5,0.4,0.57,0.17,0.5,0.0,0.59,0.22, negative
1084,0.78,0.71,0.35,0.25,0.5,0.0,0.49,0.22, negative
1085,0.64,0.56,0.52,0.17,0.5,0.0,0.54,0.47, negative
1086,1.0,0.8,0.29,0.36,0.5,0.0,0.52,0.22, negative
1087,0.51,0.39,0.56,0.55,0.5,0.0,0.46,0.64, negative
1088,0.69,0.66,0.36,0.09,0.5,0.0,0.56,0.22, negative
1089,0.49,0.53,0.36,0.15,0.5,0.0,0.52,0.27, positive
1090,0.39,0.63,0.41,0.27,0.5,0.0,0.49,0.22, positive
1091,0.45,0.51,0.43,0.22,0.5,0.0,0.57,0.22, negative
1092,0.77,0.78,0.27,0.37,0.5,0.0,0.49,0.22, negative
1093,0.88,0.75,0.41,0.36,0.5,0.0,0.43,0.22, negative
1094,0.49,0.49,0.4,0.2,0.5,0.0,0.48,0.26, positive
1095,0.57,0.53,0.6,0.28,0.5,0.0,0.52,0.45, negative
1096,0.53,0.52,0.49,0.27,0.5,0.0,0.51,0.22, negative
1097,0.33,0.49,0.46,0.22,0.5,0.0,0.53,0.33, positive
1098,0.45,0.39,0.46,0.29,0.5,0.0,0.42,0.22, negative
1099,0.26,0.3,0.37,0.15,0.5,0.0,0.53,0.25, positive
1100,0.28,0.41,0.46,0.18,0.5,0.0,0.47,0.39, negative
1101,0.45,0.5,0.43,0.16,0.5,0.0,0.52,0.28, positive
1102,0.24,0.25,0.57,0.28,0.5,0.0,0.51,0.11, negative
1103,0.46,0.61,0.55,0.29,0.5,0.0,0.49,0.22, negative
1104,0.22,0.53,0.36,0.22,0.5,0.0,0.54,0.31, positive
1105,0.25,0.41,0.47,0.14,0.5,0.0,0.56,0.68, negative
1106,0.43,0.41,0.37,0.18,0.5,0.0,0.54,0.31, positive
1107,0.4,0.44,0.47,0.25,0.5,0.0,0.54,0.56, negative
1108,0.46,0.59,0.38,0.12,0.5,0.0,0.5,0.22, positive
1109,0.29,0.39,0.46,0.36,0.5,0.0,0.51,0.22, negative
1110,0.4,0.4,0.43,0.19,0.5,0.83,0.48,0.22, negative
1111,0.57,0.52,0.46,0.2,0.5,0.83,0.52,0.41, negative
1112,0.77,0.7,0.37,0.12,0.5,0.0,0.49,0.26, negative
1113,0.47,0.61,0.32,0.27,0.5,0.0,0.5,0.3, positive
1114,0.71,0.51,0.49,0.23,0.5,0.0,0.3,0.32, negative
1115,0.59,0.48,0.49,0.49,0.5,0.0,0.36,0.32, negative
1116,0.58,0.63,0.52,0.7,0.5,0.0,0.46,0.22, negative
1117,0.3,0.68,0.41,0.17,0.5,0.0,0.51,0.22, positive
1118,0.74,0.73,0.32,0.2,0.5,0.0,0.55,0.22, negative
1119,0.55,0.35,0.36,0.29,0.5,0.0,0.51,0.22, positive
1120,0.35,0.32,0.31,0.16,0.5,0.0,0.56,0.22, positive
1121,0.67,0.61,0.39,0.24,0.5,0.0,0.51,0.22, positive
1122,0.69,0.57,0.39,0.19,0.5,0.0,0.48,0.39, negative
1123,0.47,0.41,0.53,0.27,0.5,0.0,0.47,0.25, negative
1124,0.39,0.56,0.34,0.18,0.5,0.0,0.49,0.22, positive
1125,0.51,0.38,0.42,0.21,0.5,0.0,0.46,0.34, positive
